report_received_date,manufacturer,component,recall_type,potentially_affected
03/14/1973,Skyline Corporation,WHEELS,Vehicle,86.0
03/12/1973,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,55.0
03/12/1973,"EXECUTIVE IND., INC.",EQUIPMENT,Vehicle,1966.0
03/12/1973,HILL MFG. COMPANY,POWER TRAIN,Vehicle,19.0
03/12/1973,Ford Motor Company,STEERING,Vehicle,58832.0
03/08/1973,STARCRAFT COMPANY,"FUEL SYSTEM, GASOLINE",Vehicle,838.0
03/07/1973,JAGUAR ROVER TRIUMPH INC.,VISIBILITY,Vehicle,55.0
03/06/1973,"JENSEN MOTORS, INC.",LATCHES/LOCKS/LINKAGES,Vehicle,580.0
03/05/1973,Ford Motor Company,"SERVICE BRAKES, AIR",Vehicle,785.0
02/28/1973,"Nissan North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,17038.0
02/27/1973,Ford Motor Company,POWER TRAIN,Vehicle,30.0
02/27/1973,WHITE MOTOR CORPORATION,STEERING,Vehicle,302.0
02/27/1973,WHITE MOTOR CORPORATION,SUSPENSION,Vehicle,222.0
02/27/1973,"TRAVELEZE INDUSTRIES, INC.",WHEELS,Vehicle,817.0
02/21/1973,SPORTSCOACH OF AMER.,VEHICLE SPEED CONTROL,Vehicle,1240.0
02/20/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,14833.0
02/20/1973,"PRF INDUSTRIES, INC.",ELECTRICAL SYSTEM,Vehicle,500.0
02/20/1973,WINTER WELDING & MACHINE,EXTERIOR LIGHTING,Vehicle,46.0
02/20/1973,"CABANA COACH CORPORATION,",EXTERIOR LIGHTING,Vehicle,180.0
02/20/1973,KAYOT,LATCHES/LOCKS/LINKAGES,Vehicle,130.0
02/20/1973,OPEN ROAD IND.,STRUCTURE,Vehicle,507.0
02/20/1973,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,173.0
02/20/1973,"BOLES-AERO, INCORPORATED",WHEELS,Vehicle,61.0
02/16/1973,Ford Motor Company,"SERVICE BRAKES, AIR",Vehicle,568.0
02/16/1973,Ford Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,7441.0
02/16/1973,"BMW of North America, LLC","FUEL SYSTEM, GASOLINE",Vehicle,4000.0
02/16/1973,DURA,SUSPENSION,Equipment,124.0
02/15/1973,"G.H. HICKS & SONS, INC.",POWER TRAIN,Vehicle,9.0
02/15/1973,"Chrysler (FCA US, LLC)",STRUCTURE,Vehicle,543.0
02/13/1973,Ford Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,76670.0
02/12/1973,"IDEAL OF IDAHO, INC.",POWER TRAIN,Vehicle,93.0
02/12/1973,Ford Motor Company,SUSPENSION,Vehicle,280.0
02/12/1973,"TIMBERLINE TRAILERS, INC.",WHEELS,Vehicle,340.0
02/05/1973,POINTER WILLIAMETTE TRLR.,POWER TRAIN,Vehicle,63.0
02/01/1973,THOMPSON TANK & MFG. CO.,POWER TRAIN,Vehicle,5.0
02/01/1973,PIKE TRAILER COMPANY,POWER TRAIN,Vehicle,3.0
02/01/1973,COMPTON TRUCK & EQUIP. CO,POWER TRAIN,Vehicle,20.0
02/01/1973,GINDY MFG. CORP.,POWER TRAIN,Vehicle,5000.0
01/31/1973,"Subaru of America, Inc.",SEAT BELTS,Vehicle,20000.0
01/29/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,225.0
01/29/1973,Crane Carrier Company,POWER TRAIN,Vehicle,31.0
01/29/1973,FWD CORPORATION,POWER TRAIN,Vehicle,248.0
01/29/1973,CONTINENTAL TRAILER,TIRES,Tire,2500.0
01/29/1973,Cooper Tire & Rubber Co.,TIRES,Tire,28000.0
01/24/1973,"Chrysler (FCA US, LLC)","FUEL SYSTEM, GASOLINE",Vehicle,149056.0
01/24/1973,"GENERAL TRAILER CO., INC.",POWER TRAIN,Vehicle,151.0
01/24/1973,"General Motors, LLC",STRUCTURE,Vehicle,3707064.0
01/24/1973,Ford Motor Company,STRUCTURE,Vehicle,165.0
01/24/1973,"Porsche Cars North America, Inc.",VISIBILITY,Vehicle,17149.0
01/22/1973,GATES,TIRES,Tire,538.0
01/20/1973,"Mack Trucks, Inc.",SUSPENSION,Vehicle,88.0
01/19/1973,WHITE MOTOR CORPORATION,STEERING,Vehicle,65.0
01/18/1973,Heil Company,SUSPENSION,Vehicle,27.0
01/17/1973,GEN MTRS CORP-OVERSEAS,EQUIPMENT,Vehicle,803.0
01/16/1973,TRAVOY CORP.,POWER TRAIN,Vehicle,87.0
01/15/1973,"Volvo Car USA, LLC",TIRES,Vehicle,92.0
01/10/1973,Goodyear Tire & Rubber Company,TIRES,Tire,12602.0
01/10/1973,Goodyear Tire & Rubber Company,TIRES,Tire,3392.0
01/09/1973,Blue Bird Body Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,450.0
01/09/1973,"PEUGEOT, INC.","SERVICE BRAKES, HYDRAULIC",Vehicle,14817.0
01/09/1973,PETERBILT MOTOR COMPANY,STEERING,Vehicle,761.0
01/09/1973,"Volkswagen Group of America, Inc.",STRUCTURE,Vehicle,3000.0
01/08/1973,UNIROYAL GOODRICH TIRE CO,TIRES,Tire,1040.0
01/07/1973,CHINOOK MOBIL LODGE CO.,WHEELS,Vehicle,55.0
01/05/1973,Ford Motor Company,TRAILER HITCHES,Vehicle,93.0
01/05/1973,STREAMLINE/GUERDON DIV.,WHEELS,Vehicle,282.0
12/31/1972,JOINES BODY CO.,SUSPENSION,Vehicle,15.0
12/29/1972,Toyota Motor Corporation,VISIBILITY,Vehicle,51906.0
12/27/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,270815.0
12/27/1972,Ford Motor Company,PARKING BRAKE,Vehicle,235.0
12/27/1972,"Chrysler (FCA US, LLC)",VEHICLE SPEED CONTROL,Vehicle,1700.0
12/27/1972,JAGUAR ROVER TRIUMPH INC.,STEERING,Vehicle,1402.0
12/27/1972,"Chrysler (FCA US, LLC)",STEERING,Vehicle,5500.0
12/27/1972,CLARK EQUIP. COMPANY,SUSPENSION,Vehicle,111.0
12/22/1972,Aluma KLM,SUSPENSION,Vehicle,100.0
12/22/1972,YOUNG FIRE EQUIP. CORP.,WHEELS,Vehicle,2.0
12/22/1972,"COX TRAILERS, INC.",WHEELS,Vehicle,299.0
12/19/1972,"KERSHAW CO., INC.",TRAILER HITCHES,Equipment,1200.0
12/18/1972,"Mack Trucks, Inc.",SUSPENSION,Vehicle,132.0
12/12/1972,"Volvo Car USA, LLC",EQUIPMENT,Vehicle,3200.0
12/12/1972,WHITE MOTOR CORPORATION,SEAT BELTS,Vehicle,253.0
12/12/1972,WHITE MOTOR CORPORATION,SUSPENSION,Vehicle,66.0
12/12/1972,MIDWEST SRVC & SUPPLY CO.,WHEELS,Vehicle,14.0
12/11/1972,"General Motors, LLC",PARKING BRAKE,Vehicle,2083.0
12/11/1972,"General Motors, LLC",SEAT BELTS,Vehicle,693.0
12/11/1972,"General Motors, LLC",SEAT BELTS,Vehicle,3225.0
12/11/1972,"SAAB CARS USA, INC.",VISIBILITY,Vehicle,12126.0
12/08/1972,Trailmobile Canada Limited,"SERVICE BRAKES, AIR",Vehicle,450.0
12/08/1972,"Volvo Car USA, LLC",STEERING,Vehicle,10500.0
12/08/1972,"Porsche Cars North America, Inc.",WHEELS,Vehicle,174.0
12/05/1972,"General Motors, LLC",VISIBILITY,Vehicle,144.0
12/01/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,61.0
12/01/1972,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,149.0
12/01/1972,"Chrysler (FCA US, LLC)",SEATS,Vehicle,8.0
12/01/1972,"Chrysler (FCA US, LLC)",EQUIPMENT,Vehicle,4933.0
12/01/1972,"Chrysler (FCA US, LLC)",LATCHES/LOCKS/LINKAGES,Vehicle,13000.0
11/29/1972,Harley-Davidson Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,2935.0
11/27/1972,LOFGREN MFG. COMPANY,WHEELS,Vehicle,2.0
11/24/1972,WELD-IT COMPANY,SUSPENSION,Vehicle,5.0
11/24/1972,TUTTLE MFG. CO.,SUSPENSION,Vehicle,5.0
11/24/1972,COPCO STEEL & ENG. CO.,SUSPENSION,Vehicle,25.0
11/24/1972,CLOUGH EQUIP. COMPANY,SUSPENSION,Vehicle,14.0
11/24/1972,Nelson Manufacturing Company,SUSPENSION,Vehicle,33.0
11/24/1972,"General Motors, LLC",SUSPENSION,Vehicle,330.0
11/24/1972,Oshkosh Corporation,WHEELS,Vehicle,209.0
11/21/1972,"Volkswagen Group of America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,2000.0
11/21/1972,"Volkswagen Group of America, Inc.",ELECTRICAL SYSTEM,Vehicle,9100.0
11/21/1972,OPEN ROAD IND.,SUSPENSION,Vehicle,147.0
11/21/1972,UNIROYAL GOODRICH TIRE CO,TIRES,Tire,3576.0
11/20/1972,VISTA INTERNATIONAL CORP.,"SERVICE BRAKES, ELECTRIC",Vehicle,28.0
11/20/1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,5500.0
11/20/1972,WHITE MOTOR CORPORATION,WHEELS,Vehicle,2425.0
11/15/1972,FREIGHTLINER LLC,SUSPENSION,Vehicle,161.0
11/14/1972,"General Motors, LLC",STEERING,Vehicle,155418.0
11/09/1972,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,2560.0
11/08/1972,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,11782.0
11/08/1972,"MOTAC, INCORPORATED",SUSPENSION,Vehicle,37.0
11/07/1972,BOISE CASCADE,"SERVICE BRAKES, ELECTRIC",Vehicle,702.0
11/07/1972,"FLEETWOOD ENTERPRISES, INC.","SERVICE BRAKES, ELECTRIC",Vehicle,2587.0
11/07/1972,Ford Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,32088.0
11/07/1972,Heil Company,SUSPENSION,Vehicle,13.0
11/07/1972,BOISE CASCADE,SUSPENSION,Vehicle,35.0
11/05/1972,DURHAM MFG. COMPANY,WHEELS,Vehicle,200.0
11/02/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,1040.0
11/02/1972,TRUCK TRAILER EQUIP. CO.,SUSPENSION,Vehicle,16.0
10/31/1972,JAGUAR ROVER TRIUMPH INC.,POWER TRAIN,Vehicle,111.0
10/31/1972,"General Motors, LLC",STEERING,Vehicle,544.0
10/30/1972,SKYTOP RIG COMPANY,POWER TRAIN,Vehicle,172.0
10/30/1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,POWER TRAIN,Vehicle,39.0
10/27/1972,"Porsche Cars North America, Inc.",SEAT BELTS,Vehicle,18989.0
10/27/1972,"RITE-WAY, INC. OF INDIANA",POWER TRAIN,Vehicle,43.0
10/27/1972,"Mack Trucks, Inc.",SUSPENSION,Vehicle,1755.0
10/26/1972,"Volkswagen Group of America, Inc.",EQUIPMENT,Vehicle,21.0
10/26/1972,"Volkswagen Group of America, Inc.",VISIBILITY,Vehicle,3700000.0
10/26/1972,"Porsche Cars North America, Inc.",WHEELS,Vehicle,1311.0
10/25/1972,SHELLER-GLOBE CORPORATION,"SERVICE BRAKES, AIR",Vehicle,293.0
10/25/1972,"General Motors, LLC",VEHICLE SPEED CONTROL,Vehicle,688.0
10/25/1972,Ford Motor Company,STEERING,Vehicle,128.0
10/24/1972,GIL-MAR WELDING CORP.,STRUCTURE,Vehicle,76.0
10/20/1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,VEHICLE SPEED CONTROL,Vehicle,5000.0
10/13/1972,MILLER WLDNG & MCHN WORKS,SUSPENSION,Vehicle,7.0
10/12/1972,SO. TRUCK BODY CORP.,SUSPENSION,Vehicle,75.0
10/12/1972,MCCABE POWERS BODY CO.,SUSPENSION,Vehicle,28.0
10/12/1972,Cooper Tire & Rubber Co.,TIRES,Tire,25000.0
10/11/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,14000.0
10/11/1972,"Chrysler (FCA US, LLC)",STEERING,Vehicle,1985.0
10/11/1972,WHITE MOTOR CORPORATION,STEERING,Vehicle,977.0
10/10/1972,SCOTT-GAFFNEY & CO.,WHEELS,Vehicle,1972.0
10/04/1972,TRAVEL EQUIPMENT CORP.,STRUCTURE,Vehicle,460.0
10/03/1972,GINDY MFG. CORP.,POWER TRAIN,Vehicle,851.0
10/02/1972,"General Motors, LLC",POWER TRAIN,Vehicle,65.0
10/02/1972,"General Motors, LLC",STRUCTURE,Vehicle,260.0
09/29/1972,Ford Motor Company,STEERING,Vehicle,1033800.0
09/28/1972,"WILLIAMS MFG. CO., INC.",SUSPENSION,Vehicle,100.0
09/28/1972,TRUCKWELD EQUIP. CO.,SUSPENSION,Vehicle,17.0
09/25/1972,"Chrysler (FCA US, LLC)",SEATS,Vehicle,17693.0
09/22/1972,"General Motors, LLC",TIRES,Vehicle,179.0
09/21/1972,"Volvo Car USA, LLC",VEHICLE SPEED CONTROL,Vehicle,39943.0
09/21/1972,PACCAR Incorporated,SUSPENSION,Vehicle,13.0
09/20/1972,Goodyear Tire & Rubber Company,TIRES,Tire,84855.0
09/19/1972,"Winnebago Industries, Inc.",LATCHES/LOCKS/LINKAGES,Vehicle,7259.0
09/18/1972,DORSEY CORPORATION,WHEELS,Vehicle,1.0
09/18/1972,"VULCAN TRLR. MFG. CO.,INC",WHEELS,Vehicle,1.0
09/18/1972,"Strick Trailers, LLC",WHEELS,Vehicle,1.0
09/18/1972,Kentucky Manufacturing Co.,WHEELS,Vehicle,2.0
09/14/1972,JAGUAR ROVER TRIUMPH INC.,ELECTRICAL SYSTEM,Vehicle,5394.0
09/13/1972,C.E. HOWARD CORP.,SUSPENSION,Vehicle,28.0
09/13/1972,GLOBE FABRICATORS,SUSPENSION,Vehicle,3.0
09/12/1972,"Subaru of America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,9841.0
09/11/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,129.0
09/11/1972,"REVCON, INCORPORATED","SERVICE BRAKES, HYDRAULIC",Vehicle,248.0
09/11/1972,"General Motors, LLC",POWER TRAIN,Vehicle,37500.0
09/11/1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,6700.0
09/11/1972,KILGORE IND.,SUSPENSION,Vehicle,18.0
09/06/1972,"Chrysler (FCA US, LLC)",EXTERIOR LIGHTING,Vehicle,3664.0
09/06/1972,"Chrysler (FCA US, LLC)",STEERING,Vehicle,1892.0
09/06/1972,GRUMMAN FLXIBLE CORP.,STEERING,Vehicle,179.0
09/06/1972,"Chrysler (FCA US, LLC)",STEERING,Vehicle,810.0
09/06/1972,"TRUCK PARTS & EQUIP.,INC.",WHEELS,Vehicle,8.0
09/01/1972,ROYAL INDUSTRIES,SUSPENSION,Vehicle,2600.0
09/01/1972,"CALLAHAN ENG. CO., INC.",SUSPENSION,Vehicle,15.0
08/29/1972,"Chrysler (FCA US, LLC)",EQUIPMENT,Vehicle,77.0
08/24/1972,CHINOOK MOBIL LODGE CO.,STRUCTURE,Vehicle,393.0
08/24/1972,Ford Motor Company,SUSPENSION,Vehicle,1950.0
08/23/1972,"Mercedes-Benz USA, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,485.0
08/23/1972,"Jaguar Cars, Ltd.",EXTERIOR LIGHTING,Vehicle,28000.0
08/23/1972,"General Motors, LLC",POWER TRAIN,Vehicle,4191.0
08/23/1972,CHECKER MOTORS CORP.,VISIBILITY,Vehicle,1293.0
08/22/1972,GRUMMAN FLXIBLE CORP.,STEERING,Vehicle,249.0
08/15/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,5029.0
08/15/1972,"Volkswagen Group of America, Inc.",SEAT BELTS,Vehicle,160.0
08/15/1972,"Volkswagen Group of America, Inc.",SEATS,Vehicle,12000.0
08/11/1972,Harley-Davidson Motor Company,WHEELS,Vehicle,214.0
08/08/1972,Blue Bird Body Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,34.0
08/08/1972,Crane Carrier Company,POWER TRAIN,Vehicle,81.0
08/04/1972,"General Motors, LLC",ELECTRICAL SYSTEM,Vehicle,42689.0
08/03/1972,"WILLIAMS CRAFT, INC.",STRUCTURE,Vehicle,48.0
07/28/1972,BENDIX CORPORATION,VISIBILITY,Vehicle,778.0
07/27/1972,PETERBILT MOTOR COMPANY,SUSPENSION,Vehicle,4873.0
07/25/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,41000.0
07/25/1972,"Chrysler (FCA US, LLC)",STEERING,Vehicle,407.0
07/25/1972,Motor Coach Industries,STEERING,Vehicle,1840.0
07/25/1972,GOLAY & COMPANY,STRUCTURE,Vehicle,21.0
07/21/1972,"General Motors, LLC",EQUIPMENT,Vehicle,7072.0
07/21/1972,Ford Motor Company,SEAT BELTS,Vehicle,16925.0
07/21/1972,Ford Motor Company,SEAT BELTS,Vehicle,1605.0
07/20/1972,BROCKWAY MOTOR TRUCKS,STRUCTURE,Vehicle,39.0
07/20/1972,Harley-Davidson Motor Company,SUSPENSION,Vehicle,1500.0
07/19/1972,"General Motors, LLC",SEATS,Vehicle,1699.0
07/18/1972,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,67.0
07/14/1972,LUBBOCK MFG. CO.,SUSPENSION,Vehicle,2.0
07/14/1972,SMITH TANK AND EQUIPMENT,SUSPENSION,Vehicle,2.0
07/14/1972,GOLAY & COMPANY,SUSPENSION,Vehicle,7.0
07/14/1972,"CUSTOM TRAILERS, INC.",SUSPENSION,Vehicle,7.0
07/14/1972,HENDRICKSON MFG. CO.,SUSPENSION,Vehicle,4.0
07/13/1972,HEAFNER,TIRES,Tire,703.0
07/11/1972,"Suzuki Motor USA, LLC","FUEL SYSTEM, GASOLINE",Vehicle,1153.0
07/10/1972,PETER PIRSCH & SONS CO.,WHEELS,Vehicle,7.0
07/10/1972,MAXIM MOTOR DIVISION,WHEELS,Vehicle,26.0
07/10/1972,BROKKSTONE COMPANY,WHEELS,Vehicle,5.0
07/10/1972,"ARROW TRAILERS, INC.",WHEELS,Vehicle,4.0
07/07/1972,DEXTER AXLE,"SERVICE BRAKES, ELECTRIC",Equipment,15280.0
07/07/1972,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,15819.0
07/06/1972,PEABODY GALION CORP.,SUSPENSION,Vehicle,296.0
07/06/1972,BEATRICE FOODS COMPANY,TIRES,Vehicle,200.0
07/06/1972,BEATRICE FOODS COMPANY,TIRES,Vehicle,200.0
07/05/1972,"ALFA ROMEO, INCORPORATED",EQUIPMENT,Vehicle,600.0
07/05/1972,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,3025.0
07/05/1972,"General Motors, LLC",POWER TRAIN,Vehicle,526000.0
07/05/1972,"General Motors, LLC",STEERING,Vehicle,132.0
07/05/1972,CARDINAL MFG. CO.,SUSPENSION,Vehicle,1195.0
07/05/1972,"General Motors, LLC",SUSPENSION,Vehicle,79.0
07/05/1972,"General Motors, LLC",SUSPENSION,Vehicle,1370.0
07/03/1972,JAGUAR ROVER TRIUMPH INC.,SEAT BELTS,Vehicle,356.0
06/29/1972,Ford Motor Company,SEAT BELTS,Vehicle,4072000.0
06/29/1972,Ford Motor Company,STRUCTURE,Vehicle,157623.0
06/28/1972,"Nissan North America, Inc.",VEHICLE SPEED CONTROL,Vehicle,62000.0
06/26/1972,"DIAMOND REO TRUCKS, INC.","SERVICE BRAKES, AIR",Vehicle,54.0
06/26/1972,"DIAMOND REO TRUCKS, INC.",STEERING,Vehicle,28.0
06/26/1972,"DIAMOND REO TRUCKS, INC.",SUSPENSION,Vehicle,355.0
06/26/1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,WHEELS,Vehicle,600.0
06/20/1972,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,413.0
06/20/1972,MONTGOMERY WARD & CO.,WHEELS,Vehicle,17.0
06/19/1972,Ford Motor Company,SEAT BELTS,Vehicle,552.0
06/15/1972,AMERICAN LAFRANCE LLC,WHEELS,Vehicle,56.0
06/13/1972,Ford Motor Company,SUSPENSION,Vehicle,2142.0
06/12/1972,PETERBILT MOTOR COMPANY,STEERING,Vehicle,404.0
06/05/1972,"PRF INDUSTRIES, INC.","SERVICE BRAKES, HYDRAULIC",Vehicle,177.0
06/05/1972,"Chrysler (FCA US, LLC)",STRUCTURE,Vehicle,56371.0
06/05/1972,WHEEL CAMPER CORP.,WHEELS,Vehicle,52.0
06/01/1972,"Chrysler (FCA US, LLC)",STEERING,Vehicle,42000.0
06/01/1972,Utility Trailer Manufacturing Company,SUSPENSION,Vehicle,1901.0
06/01/1972,"NYE IMPLEMENT CO., INC.",SUSPENSION,Vehicle,28.0
06/01/1972,THEURER INC.,SUSPENSION,Vehicle,52.0
06/01/1972,ALLIED TNK TRK EQUIP CO.,SUSPENSION,Vehicle,13.0
06/01/1972,WILLIAMSEN BODY&EQUIP.CO.,SUSPENSION,Vehicle,130.0
06/01/1972,"FIAT MOTORS OF N.A., INC.",TIRES,Vehicle,736.0
06/01/1972,FRUEHAUF CORPORATION,WHEELS,Vehicle,85.0
05/26/1972,"Lufkin Industries, Inc.",SUSPENSION,Vehicle,22.0
05/25/1972,"General Motors, LLC",STEERING,Vehicle,41711.0
05/24/1972,WHITE MOTOR CORPORATION,SUSPENSION,Vehicle,816.0
05/23/1972,"General Motors, LLC",POWER TRAIN,Vehicle,1082.0
05/23/1972,WHITE MOTOR CORPORATION,STEERING,Vehicle,26.0
05/23/1972,"Lufkin Industries, Inc.",SUSPENSION,Vehicle,34.0
05/23/1972,"QUAKER CITY IRON WRKS,INC",SUSPENSION,Vehicle,46.0
05/23/1972,UNIVERSAL OIL PRODUCTS CO,SUSPENSION,Vehicle,2.0
05/23/1972,"KEYSTONE, INC.",SUSPENSION,Vehicle,4.0
05/22/1972,"Mack Trucks, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,1410.0
05/22/1972,"Mack Trucks, Inc.",STEERING,Vehicle,668.0
05/19/1972,"WALKER STNLS.EQUIP.CO,INC",SUSPENSION,Vehicle,28.0
05/19/1972,TECH WELD CORPORATION,SUSPENSION,Vehicle,17.0
05/19/1972,ACME TRK BODY & HOIST CO.,SUSPENSION,Vehicle,2.0
05/17/1972,DORSEY CORPORATION,SUSPENSION,Vehicle,19.0
05/17/1972,"SAAB CARS USA, INC.",VISIBILITY,Vehicle,1265.0
05/16/1972,PERFECTION/COBEY COMPANY,SUSPENSION,Vehicle,7.0
05/15/1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,EXTERIOR LIGHTING,Vehicle,444.0
05/15/1972,"VEENEMA & WIEGERS, INC.",SUSPENSION,Vehicle,3.0
05/15/1972,"PENNCO INDUSTRIES, INC.",SUSPENSION,Vehicle,78.0
05/15/1972,"WILCO, INC.",SUSPENSION,Vehicle,117.0
05/12/1972,WICK BUILDING SYSTEMS,SUSPENSION,Vehicle,60.0
05/12/1972,YOUNG TRAILER & MFG. CO.,SUSPENSION,Vehicle,6.0
05/12/1972,"PALM INDUSTRIES, INC.",SUSPENSION,Vehicle,8.0
05/11/1972,"General Motors, LLC",VEHICLE SPEED CONTROL,Vehicle,350000.0
05/10/1972,FRANK INDUSTRIES,CHILD SEAT,Child Seat,3192.0
05/10/1972,"Buck Dandy Co., Inc.",CHILD SEAT,Child Seat,3165.0
05/10/1972,MOTOR WHEEL CORP.,WHEELS,Equipment,2004.0
05/09/1972,BROCKWAY MOTOR TRUCKS,"SERVICE BRAKES, AIR",Vehicle,210.0
05/09/1972,"Lazy Daze, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,15.0
05/09/1972,Oshkosh Corporation,SUSPENSION,Vehicle,37.0
05/08/1972,"REVCON, INCORPORATED","SERVICE BRAKES, HYDRAULIC",Vehicle,78.0
05/08/1972,"PEUGEOT, INC.",SEAT BELTS,Vehicle,750.0
05/08/1972,ASPEN COACH CORPORATION,STRUCTURE,Vehicle,18.0
05/08/1972,"NIMROD, INCORPORATED",SUSPENSION,Vehicle,503.0
05/08/1972,Kentucky Manufacturing Co.,SUSPENSION,Vehicle,241.0
05/05/1972,Blue Bird Body Company,"SERVICE BRAKES, AIR",Vehicle,528.0
05/04/1972,"NEWBERG TRAILERS, INC.","SERVICE BRAKES, ELECTRIC",Vehicle,5.0
05/03/1972,"THOMAS BUILT BUSES, INC.",STRUCTURE,Vehicle,142.0
05/02/1972,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,80.0
05/01/1972,AUTO MATE REC. PRODUCTS,"SERVICE BRAKES, AIR",Vehicle,48.0
05/01/1972,FIVE FILER BROTHERS,CHILD SEAT,Child Seat,4000.0
05/01/1972,"COSCO, INC.",CHILD SEAT,Child Seat,9603.0
05/01/1972,PRIDE TRIMBLE CORPORATION,CHILD SEAT,Child Seat,38598.0
05/01/1972,Vanguard National Trailer Corporation,SUSPENSION,Vehicle,300.0
04/28/1972,Trailmobile Canada Limited,TRAILER HITCHES,Vehicle,5600.0
04/26/1972,"EXCEL TRAILER CO., INC.","SERVICE BRAKES, ELECTRIC",Vehicle,48.0
04/26/1972,JAGUAR ROVER TRIUMPH INC.,ELECTRICAL SYSTEM,Vehicle,4378.0
04/26/1972,Ford Motor Company,POWER TRAIN,Vehicle,407244.0
04/26/1972,"Volkswagen Group of America, Inc.",EQUIPMENT,Vehicle,4713.0
04/25/1972,SANTA FE VANS,"SERVICE BRAKES, ELECTRIC",Vehicle,57.0
04/24/1972,ALLSTATE TRAILER SALES,"SERVICE BRAKES, ELECTRIC",Vehicle,82.0
04/24/1972,JACK A. HELMS CO.,SUSPENSION,Vehicle,6.0
04/23/1972,HOLIDAY RAMBLER CORP.,"FUEL SYSTEM, OTHER",Vehicle,14799.0
04/20/1972,FWD CORPORATION,SUSPENSION,Vehicle,18.0
04/19/1972,"WILLIAMS CRAFT, INC.","SERVICE BRAKES, ELECTRIC",Vehicle,238.0
04/19/1972,FREIGHTLINER LLC,PARKING BRAKE,Vehicle,279.0
04/19/1972,"Chrysler (FCA US, LLC)",EXTERIOR LIGHTING,Vehicle,10357.0
04/18/1972,"Rolls-Royce Motor Cars, Ltd.",POWER TRAIN,Vehicle,194.0
04/17/1972,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,97.0
04/13/1972,Harley-Davidson Motor Company,POWER TRAIN,Vehicle,8000.0
04/13/1972,AROS MANUFACTURING CO.,WHEELS,Vehicle,60.0
04/10/1972,HADCO-SHERWOOD TRAILERS,"SERVICE BRAKES, ELECTRIC",Vehicle,85.0
04/10/1972,"Mack Trucks, Inc.",POWER TRAIN,Vehicle,121.0
04/07/1972,"General Motors, LLC",EQUIPMENT,Vehicle,309.0
04/07/1972,"General Motors, LLC","FUEL SYSTEM, GASOLINE",Vehicle,129000.0
04/06/1972,MOBIL SCOUT MFR. CORP.,EXTERIOR LIGHTING,Vehicle,30.0
04/06/1972,FREIGHTLINER LLC,STEERING,Vehicle,2055.0
04/05/1972,"General Motors, LLC",STEERING,Vehicle,2459.0
04/04/1972,"MOBIL TRAVELER, INC.",ENGINE AND ENGINE COOLING,Vehicle,103.0
04/04/1972,"SECURITY INDUSTRIES, INC.",STRUCTURE,Vehicle,63.0
04/04/1972,WALLSTRONG MFG. CO.,WHEELS,Vehicle,2000.0
04/04/1972,"Trail-Rite, Inc.",WHEELS,Vehicle,115.0
